,Assert,gcc_assert,gcc_checking_assert,ASSERT_ALWAYS,FFI_ASSERT,CHECK,_Static_assert,VERIFY,DEBUG,path
208,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-prop.h
209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,../gcc-11.2.0/gcc/ipa-pure-const.c
210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-ref.c
211,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-reference.c
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,../gcc-11.2.0/gcc/ipa-split.c
213,0.0,13.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,../gcc-11.2.0/gcc/ipa-sra.c
214,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-utils.c
215,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-utils.h
216,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa-visibility.c
217,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ipa.c
218,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,../gcc-11.2.0/gcc/ira-build.c
219,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ira-color.c
220,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ira-conflicts.c
221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ira-int.h
222,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,../gcc-11.2.0/gcc/ira-lives.c
223,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/ira.c
224,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/is-a.h
225,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/json.cc
226,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/jump.c
227,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/langhooks.c
228,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/lists.c
229,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/loop-doloop.c
230,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/loop-init.c
231,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/loop-invariant.c
232,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,../gcc-11.2.0/gcc/loop-iv.c
